Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID
03/01/21,AMEX,S,P,15000,EPD,EPD,3,2021,20.0000,0.100000,C,P,218816051,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,C,0.100000000000000,1500.0000,0.0000,0.0000,1500.0000,141643035
03/02/21,CBOE,S,C,400,VIX,VIX,4,2021,27.0000,4.100000,C,P,4421610001J,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,,A,0.100000000000000,40.0000,200.0000,0.0000,240.0000,141866296
03/02/21,CBOE,B,P,400,VIX,VIX,4,2021,27.0000,4.200000,C,P,4421610001J,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,,A,0.100000000000000,40.0000,200.0000,0.0000,240.0000,141865448
03/03/21,AMEX,S,P,40,OKTA,OKTA,3,2021,225.0000,0.680000,O,C,CO314TQA1DG,BLPOPT_20210303-00033-00001LOKTAMAR225P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,,Y,,,,A,0.100000000000000,4.0000,0.0000,1.8000,5.8000,142055217
03/03/21,AMEX,B,P,25,OKTA,OKTA,3,2021,240.0000,4.260000,C,C,CO314TQA1HP,BLPOPT_20210303-00036-00005BOKTAMAR240P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,,Y,,,,A,0.100000000000000,2.5000,0.0000,1.1250,3.6250,142054347
03/03/21,AMEX,B,P,40,OKTA,OKTA,3,2021,245.0000,6.470000,O,C,CO314TQA1DG,BLPOPT_20210303-00033-00001BOKTAMAR245P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,,Y,,,,A,0.100000000000000,4.0000,0.0000,1.8000,5.8000,142054167
03/03/21,AMEX,S,P,25,OKTA,OKTA,3,2021,260.0000,15.020000,C,C,CO314TQA1HP,BLPOPT_20210303-00036-00005LOKTAMAR260P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,,Y,,,,A,0.100000000000000,2.5000,0.0000,1.1250,3.6250,142055398
03/03/21,CBOE,S,P,40,OKTA,OKTA,3,2021,225.0000,0.880000,O,C,CO314TQA1DG,BLPOPT_20210303-00033-00001LOKTAMAR225P,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,,Y,,,,R,0.100000000000000,4.0000,0.0000,1.8000,5.8000,142049103
03/03/21,CBOE,B,P,25,OKTA,OKTA,3,2021,240.0000,4.190000,C,C,CO314TQA1HP,BLPOPT_20210303-00036-00005BOKTAMAR240P,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,,Y,,,,R,0.100000000000000,2.5000,0.0000,1.1250,3.6250,142051460
03/03/21,CBOE,B,P,40,OKTA,OKTA,3,2021,245.0000,6.500000,O,C,CO314TQA1DG,BLPOPT_20210303-00033-00001BOKTAMAR245P,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,,Y,,,,R,0.100000000000000,4.0000,0.0000,1.8000,5.8000,142044482
