Clearing Fee,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,WEX Connect Rate,Total Charge,modifiedDate,modifiedUser,modifiedSide,modifiedExecQty,modifiedSecurity,modifiedRoot,modifiedExpiry,modifiedStrike,modifiedCallPut,modifiedAveragePrice,modifiedPortfolio,modifiedCommissionType,modifiedCommissionRate,modifiedTotalCharge
0,08/02/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.11,VIVALDI-OMNI,Per Unit,0.05,-0.25,0,$(0.2000),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
0,08/02/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,17/09/2021,$10.00,C,$0.11,VIVALDI-OMNI,Per Unit,0.05,-0.42,0,$(0.7400),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
0,08/02/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.11,VIVALDI-OMNI,Per Unit,0.05,-0.25,0,$(0.2000),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
0,08/02/2021,DSmanik,WEX-SWEEP,SLO,2,IPOF,IPOF,17/09/2021,$10.00,C,$0.11,VIVALDI-OMNI,Per Unit,0.05,-0.3,0,$(0.5000),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
0,08/02/2021,DSmanik,WEX-SWEEP,SLO,1,IPOF,IPOF,17/09/2021,$10.00,C,$0.11,VIVALDI-OMNI,Per Unit,0.05,-0.25,0,$(0.2000),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
0,08/02/2021,DFilippidis,PHLX-WEX-CONNECT,BYO,500,EEM,EEM,20/01/2023,$40.00,P,$1.83,UBS-CUST,Per Unit,0.05,0,0.02,$35.0000,8/2/2021,dfilippidis,b,500,eem,eem,1/20/2023,40,p,1.83,ubs,per unit,0.05,35
0,08/02/2021,DFilippidis,PHLX-WEX-CONNECT,BYO,"1,000",GDX,GDX,17/06/2022,$35.00,P,$4.10,UBS-CUST,Per Unit,0.05,0,0.02,$70.0000,8/2/2021,dfilippidis,b,1000,gdx,gdx,6/17/2022,35,p,4.1,ubs,per unit,0.05,70
0,08/02/2021,DFilippidis,PHLX-WEX-CONNECT,BYO,"1,000",GDX,GDX,17/06/2022,$35.00,C,$3.95,UBS-CUST,Per Unit,0.05,0,0.02,$70.0000,8/2/2021,dfilippidis,b,1000,gdx,gdx,6/17/2022,35,c,3.95,ubs,per unit,0.05,70
0,08/02/2021,DFilippidis,AWAY-MIZUHO-OSCARGRUSS,BYO,300,PYPL,PYPL,20/08/2021,$270.00,P,$5.65,MIZUHO,Per Unit,0.05,0,0.02,$21.0000,8/2/2021,dfilippidis,b,300,pypl,pypl,8/20/2021,270,p,5.65,mizuho,per unit,0.05,21
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,10,IPOF,IPOF,17/09/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.5,0,$5.5000,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
0,08/03/2021,DSmanik,WEX-SWEEP,SLO,4,IPOF,IPOF,17/09/2021,$10.00,C,$0.10,VIVALDI-OMNI,Per Unit,0.05,0.5,0,$2.2000,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
