Clearing Fee,User,Date,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,WEX Connect Rate,Exch\. Fee Rate,Total Charge
0,DSmanik,08/03/2021,WEX-SWEEP,b,5,CYXT,CYXT,17/09/2021,$7.50,P,0.35,DIFESA-OMNI,Per Unit,0.05,0,-0.86,4.05
0,DSmanik,08/05/2021,CBOE-OPT,s,52,KWEB,KWEB,20/01/2023,$50.00,P,9.65,CITI,Per Unit,0.05,0,0,0.60
0,DSmanik,08/06/2021,ISE-OPT,b,250,GDX,GDX,21/01/2022,$27.00,P,0.62,CITI,Per Unit,0.05,0,0,0.52
0,DSmanik,08/09/2021,WEX-SWEEP,b,61,IPOF,IPOF,20/08/2021,$10.00,C,0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.5,0.55
0,DFilippidis,08/09/2021,PHLX-WEX-CONNECT,s,1000,GDX,GDX,21/01/2022,$27.00,P,0.7,UBS-CUST,Per Unit,0.05,0.02,0,70.00
0,DSmanik,08/10/2021,WEX-SWEEP-SPRD,b,2,IPOF,IPOF,20/08/2021,$10.00,C,0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,1.08
0,DFilippidis,08/10/2021,CBOE-WEX-CONNECT,b,175,.VIX,VIX,18/08/2021,$18.00,P,1.03,UBS-CUST,Per Unit,0.05,0.02,0,12.25
0,DFilippidis,08/10/2021,CBOE-WEX-CONNECT,b,500,.VIX,VIX,18/08/2021,$20.00,C,0.66,UBS-CUST,Per Unit,0.05,0.02,0,35.00
0,DFilippidis,08/10/2021,CBOE-WEX-CONNECT,b,305,.VIX,VIX,17/11/2021,$23.00,C,3.9,UBS-CUST,Per Unit,0.05,0.02,0,21.35
0,DFilippidis,08/11/2021,CBOE-WEX-CONNECT,s,3000,.VIX,VIX,17/11/2021,$22.00,P,3.85,UBS-CUST,Per Unit,0.05,0.02,0,210.00
0,DFilippidis,08/11/2021,CBOE-WEX-CONNECT,b,1200,.VIX,VIX,17/11/2021,$23.00,P,4.62,UBS-CUST,Per Unit,0.05,0.02,0,84.00
0,DFilippidis,08/11/2021,CBOE-WEX-CONNECT,s,1200,.VIX,VIX,17/11/2021,$23.00,C,3.78,UBS-CUST,Per Unit,0.05,0.02,0,84.00
0,DSmanik,08/12/2021,WEX-SWEEP,s,46,BTWN,BTWN,15/10/2021,$10.00,C,0.1,VIVALDI-OMNI,Per Unit,0.05,0,-0.86,0.64
0,DSmanik,08/12/2021,WEX-SWEEP-SPRD,b,9,IPOF,IPOF,20/08/2021,$10.00,C,0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.49,0.54
0,DFilippidis,08/12/2021,CBOE-WEX-CONNECT,s,1500,.VIX,VIX,20/10/2021,$20.00,P,2.88,UBS-CUST,Per Unit,0.05,0.02,0,105.00
0,DFilippidis,08/12/2021,CBOE-WEX-CONNECT,b,585,.VIX,VIX,20/10/2021,$21.00,P,3.63,UBS-CUST,Per Unit,0.05,0.02,0,40.95
0,DFilippidis,08/12/2021,CBOE-WEX-CONNECT,s,585,.VIX,VIX,20/10/2021,$21.00,C,3.25,UBS-CUST,Per Unit,0.05,0.02,0,40.95
0,DFilippidis,08/12/2021,CBOE-WEX-CONNECT,s,81,.VIX,VIX,20/10/2021,$21.00,P,3.59,UBS-CUST,Per Unit,0.05,0.02,0,5.67
0,DFilippidis,08/12/2021,CBOE-WEX-CONNECT,b,81,.VIX,VIX,20/10/2021,$21.00,C,3.33,UBS-CUST,Per Unit,0.05,0.02,0,5.67
0,DSmanik,8/13/2021,WEX-SWEEP-SPRD,b,383,IPOF,IPOF,20/08/2021,$10.00,C,0.02,VIVALDI-OMNI,Per Unit,0.05,0,0.47,0.07
0,DSmanik,8/17/2021,WEX-SWEEP-SPRD,s,300,EWT,EWT,20/08/2021,$60.00,P,0.54,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0.56
0,DSmanik,8/17/2021,WEX-SWEEP-SPRD,s,300,EWT,EWT,17/09/2021,$55.00,P,0.56,NEWFOUNDLAND-OMNI,Per Unit,0.05,0,0,0.46
0,DFilippidis,8/20/2021,CBOE-WEX-CONNECT,s,2500,.VIX,VIX,15/09/2021,$16.00,P,0.18,UBS-CUST,Per Unit,0.05,0.02,0,175.00
0,DSmanik,8/26/2021,CBOE-OPT,b,600,HPQ,HPQ,17/09/2021,$27.00,P,0.48,CITI,Per Unit,0.05,0,0,0.42
0,DFilippidis,8/31/2021,CBOE-WEX-CONNECT,b,4000,.VIX,VIX,20/10/2021,$17.00,P,0.67,UBS-CUST,Per Unit,0.05,0.02,0,280.00
