MM ID,Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,Client Order ID,Ex Brok,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,CompID,Cust ID,Product Code,Penny,Parent Type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID
,02/22/21,NYSE/ARCA,S,P,11,QQQ,QQQ,3,2021,315,2.55,O,C,O4903C99AD,BLPOPT_20210222-00030-00011,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,1.1,(2.75),0.5,(1.16),140222713
,02/22/21,NYSE/ARCA,S,P,10,QQQ,QQQ,3,2021,315,2.82,O,C,O4903C9A29,BLPOPT_20210222-00030-00011,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,1,(2.50),0.45,(1.05),140141143
,02/22/21,NYSE/ARCA,S,P,1,QQQ,QQQ,3,2021,315,2.82,O,C,O4903C9A29,BLPOPT_20210222-00030-00011,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,0.1,(0.25),0.05,(0.11),140141403
,02/22/21,NYSE/ARCA,S,P,11,QQQ,QQQ,3,2021,315,2.9,O,C,O4903C9AI8,BLPOPT_20210222-00030-00011,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,1.1,(2.75),0.5,(1.16),140164031
,02/22/21,NYSE/ARCA,S,P,10,QQQ,QQQ,3,2021,315,3.18,O,C,O4903C9BBA,BLPOPT_20210222-00030-00011,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,1,(2.50),0.45,(1.05),140176772
,02/22/21,NYSE/ARCA,S,P,1,QQQ,QQQ,3,2021,315,3.2,O,C,O4903C9BBJ,BLPOPT_20210222-00030-00011,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,0.1,(0.25),0.05,(0.11),140176598
,02/22/21,NYSE/ARCA,S,P,11,QQQ,QQQ,3,2021,315,3.43,O,C,O4903C9BQN,BLPOPT_20210222-00030-00011,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,1.1,(2.75),0.5,(1.16),140176540
,02/22/21,NYSE/ARCA,S,P,9,QQQ,QQQ,3,2021,315,3.48,O,C,O4903C9C82,BLPOPT_20210222-00030-00011,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,0.9,(2.25),0.41,(0.95),140200550
,02/22/21,NYSE/ARCA,S,P,2,QQQ,QQQ,3,2021,315,3.48,O,C,O4903C9C82,BLPOPT_20210222-00030-00011,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,0.2,(0.50),0.09,(0.21),140200555
,02/22/21,NYSE/ARCA,S,P,12,QQQ,QQQ,3,2021,315,2.63,O,C,O6903C925L,BLPOPT_20210222-00013-00006,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,1.2,(3.00),0.54,(1.26),140062316
,02/22/21,NYSE/ARCA,S,P,8,QQQ,QQQ,3,2021,315,2.4,O,C,O6903C9273,BLPOPT_20210222-00013-00006,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,0.8,(2.00),0.36,(0.84),140070909
,02/22/21,NYSE/ARCA,S,P,4,QQQ,QQQ,3,2021,315,2.4,O,C,O6903C9273,BLPOPT_20210222-00013-00006,A60,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf_qqq,Y,CLOCK,,,A,0.1,0.4,(1.00),0.18,(0.42),140071026
,02/23/21,NYSE/ARCA,S,P,30,SPY,SPY,4,2021,350,4.42,C,C,CO314974DCR,BLPOPT_20210223-00037-00001,B27,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,etf_spy,Y,SR,,,A,0.1,3,(7.50),1.35,(3.15),140377643
,02/01/21,PHLX,B,P,200,MAR,MAR,7,2021,110,9.15,O,P,,,210,352,792,oscarg,oscarg,,,,,,Y,,,,N,0.1,20,50,0,70,136152577
,02/02/21,PHLX,S,C,9,BABA,BABA,2,2021,260,3.4,C,C,CO112J4QPJA,BLPOPT_20210202-00071-00015LBABAFEB260C,792,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,N,0.1,0.9,0,0.41,1.31,136400162
,02/02/21,PHLX,B,C,9,BABA,BABA,2,2021,275,0.6,C,C,CO112J4QPJA,BLPOPT_20210202-00071-00015BBABAFEB275C,792,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,N,0.1,0.9,0,0.41,1.31,136399845
,02/02/21,PHLX,S,C,5,CHKP,CHKP,2,2021,135,4.5,O,C,O4C05ULP7B,BLPOPT_20210202-00068-00001,792,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,CLOCK,,,R,0.1,0.5,0,0.23,0.73,136368059
,02/02/21,PHLX,S,C,5,CHKP,CHKP,2,2021,135,4.5,O,C,O4C05ULP7B,BLPOPT_20210202-00068-00001,792,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,CLOCK,,,R,0.1,0.5,0,0.23,0.73,136368212
,02/03/21,PHLX,B,P,360,TMO,TMO,3,2021,540,36,C,P,,,210,352,792,oscarg,oscarg,,,,,,,,,,N,0.1,36,90,0,126,136630607
,02/03/21,PHLX,B,P,200,TMO,TMO,3,2021,540,36,C,F,,,210,10,792,oscarg,oscarg,,,,,,,,,,N,0.1,20,50,0,70,136631130
,02/03/21,PHLX,S,P,300,YUM,YUM,1,2022,85,4.8,O,P,,,210,352,792,oscarg,oscarg,,,,,,,,,,N,0.1,30,75,0,105,136738515
,02/09/21,PHLX,S,P,2000,QQQ,QQQ,3,2021,332,9.02,C,P,,,210,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,0.1,200,0,0,200,137733454
,02/09/21,PHLX,B,C,250,QQQ,QQQ,12,2022,360,33.58,C,P,,,210,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,N,0.1,25,62.5,0,87.5,137867140
,02/09/21,PHLX,B,C,800,VTRS,VTRS,7,2021,20,1.4,C,C,,,636,273,792,oscarg,oscarg,,,,,,Y,,,,R,0.1,80,0,0,80,137785320
,02/11/21,PHLX,S,P,680,COTY,COTY,5,2021,5,0.39,C,C,,,210,444,792,oscarg,oscarg,,,,,,Y,,,,N,0.1,68,0,0,68,138354978
,02/11/21,PHLX,B,P,250,SPCE,SPCE,1,2022,37,10.8,C,F,,,636,10,792,oscarg,oscarg,,,,,,Y,,,,N,0.1,25,62.5,0,87.5,138345567
,02/12/21,PHLX,B,P,400,PLUG,PLUG,6,2021,50,6.45,C,F,,,210,10,792,oscarg,oscarg,,,,,,Y,,,,R,0.1,40,80,0,120,138587428
,02/16/21,PHLX,B,P,4000,TLT,TLT,6,2021,135,2.31,O,B,,,210,284,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.1,400,1000,0,1400,138981475
,02/16/21,PHLX,S,P,4000,TLT,TLT,6,2021,140,3.8,O,B,,,210,284,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.1,400,1000,0,1400,138981657
,02/17/21,PHLX,B,P,320,PLUG,PLUG,6,2021,39,3.6,C,F,,,210,10,792,oscarg,oscarg,,,,,,Y,,,,N,0.1,32,80,0,112,139286278
,02/19/21,PHLX,B,P,550,BYND,BYND,5,2021,125,7.4,C,P,,,636,352,792,oscarg,oscarg,,,,,,Y,,,,N,0.1,55,137.5,0,192.5,139844888
,02/19/21,PHLX,B,P,700,PLUG,PLUG,4,2021,45,3.2,C,P,,,636,352,792,oscarg,oscarg,,,,,,Y,,,,R,0.1,70,0,0,70,139831837
,02/22/21,PHLX,S,C,300,CVX,CVX,1,2023,140,4.55,C,C,,,210,551,792,oscarg,oscarg,,,,,,Y,,,,N,0.1,30,0,0,30,140181258
,02/25/21,PHLX,S,P,110,JD,JD,1,2023,55,5.9,C,C,,,210,444,792,oscarg,oscarg,,,,,,Y,,,,N,0.1,11,0,0,11,140972004
,02/26/21,PHLX,B,C,200,QQQ,QQQ,2,2021,319,0.23,O,P,,,210,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,N,0.1,20,50,0,70,141271815
,02/26/21,PHLX,S,C,200,QQQ,QQQ,2,2021,320,0.08,O,P,,,210,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,N,0.1,20,50,0,70,141271200
,02/26/21,PHLX,B,P,465,TSM,TSM,10,2021,115,10.25,C,P,,,210,444,792,oscarg,oscarg,,,,,,Y,,,,N,0.1,46.5,116.25,0,162.75,141246902
