WEX Connect Rate,Date,User,Route,Side,Exec Qty,Security,Root,Expiry,Strike,Call/Put,Average Price,Portfolio,Commission Type,Commission Rate,Exch\. Fee Rate,Clearing Fee,Total Charge
0,09/03/2021,DSmanik,ISE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,ISE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,ISE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,ISE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,ISE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,ISE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,8,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.4000
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,ISE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,8,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.4000
0,09/03/2021,DSmanik,ISE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,7,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.3500
0,09/03/2021,DSmanik,CBOE-OPT,s,6,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.3000
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,6,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.3000
0,09/03/2021,DSmanik,ISE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,8,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.4000
0,09/03/2021,DSmanik,ISE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,7,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.3500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,ISE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,ISE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.59,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.59,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,CBOE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.59,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,ISE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.59,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.59,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,ISE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,CBOE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,ISE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,ISE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,ISE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,ISE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,ISE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,ISE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,ISE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,ISE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,ISE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,ISE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,ISE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,ISE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,1,X,X,19/11/2021,$30.00,C,$1.58,CITI,Per Unit,0.05,0,0,$0.0500
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.59,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.59,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,ISE-OPT,s,5,X,X,19/11/2021,$30.00,C,$1.59,CITI,Per Unit,0.05,0,0,$0.2500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.59,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,4,X,X,19/11/2021,$30.00,C,$1.57,CITI,Per Unit,0.05,0,0,$0.2000
0,09/03/2021,DSmanik,CBOE-OPT,s,6,X,X,19/11/2021,$30.00,C,$1.57,CITI,Per Unit,0.05,0,0,$0.3000
0,09/03/2021,DSmanik,ISE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.57,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,ISE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.57,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.57,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,6,X,X,19/11/2021,$30.00,C,$1.57,CITI,Per Unit,0.05,0,0,$0.3000
0,09/03/2021,DSmanik,ISE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.57,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.57,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.57,CITI,Per Unit,0.05,0,0,$0.1000
0,09/03/2021,DSmanik,CBOE-OPT,s,3,X,X,19/11/2021,$30.00,C,$1.57,CITI,Per Unit,0.05,0,0,$0.1500
0,09/03/2021,DSmanik,CBOE-OPT,s,2,X,X,19/11/2021,$30.00,C,$1.57,CITI,Per Unit,0.05,0,0,$0.1000
0.02,09/10/2021,DFilippidis,PHLX-WEX-CONNECT,b,1050,GDX,GDX,16/09/2022,$32.00,P,$3.90,UBS-CUST,Per Unit,0.05,0,0,$73.5000
0.02,09/10/2021,DFilippidis,CBOE-WEX-CONNECT,b,620,.VIX,VIX,17/11/2021,$22.00,P,$3.51,UBS-CUST,Per Unit,0.05,0,0,$43.4000
0.02,9/16/2021,DFilippidis,PHLX-WEX-CONNECT,b,4000,GDX,GDX,21/01/2022,$24.00,P,$0.31,UBS-CUST,Per Unit,0.05,0,0,$280.0000
0.02,9/16/2021,DFilippidis,PHLX-WEX-CONNECT,b,4000,GDX,GDX,21/01/2022,$27.00,P,$0.77,UBS-CUST,Per Unit,0.05,0,0,$280.0000
0,9/17/2021,DSmanik,ISE-OPT,b,1,NEM,NEM,17/09/2021,$55.00,P,$0.05,CITI,Per Unit,0.05,0,0,$0.0500
0,9/17/2021,DSmanik,CBOE-OPT,b,1,NEM,NEM,17/09/2021,$55.00,P,$0.05,CITI,Per Unit,0.05,0,0,$0.0500
0,9/17/2021,DSmanik,CBOE-OPT,b,1,NEM,NEM,17/09/2021,$55.00,P,$0.05,CITI,Per Unit,0.05,0,0,$0.0500
0,9/17/2021,DSmanik,ISE-OPT,b,1,NEM,NEM,17/09/2021,$55.00,P,$0.05,CITI,Per Unit,0.05,0,0,$0.0500
0,9/17/2021,DSmanik,ISE-OPT,b,2,NEM,NEM,17/09/2021,$55.00,P,$0.05,CITI,Per Unit,0.05,0,0,$0.1000
0,9/17/2021,DSmanik,CBOE-OPT,b,1,NEM,NEM,17/09/2021,$55.00,P,$0.05,CITI,Per Unit,0.05,0,0,$0.0500
0,9/17/2021,DSmanik,CBOE-OPT,b,1,NEM,NEM,17/09/2021,$55.00,P,$0.05,CITI,Per Unit,0.05,0,0,$0.0500
0,9/17/2021,DSmanik,CBOE-OPT,b,2,NEM,NEM,17/09/2021,$55.00,P,$0.05,CITI,Per Unit,0.05,0,0,$0.1000
0,9/17/2021,DSmanik,CBOE-OPT,b,3,NEM,NEM,17/09/2021,$55.00,P,$0.05,CITI,Per Unit,0.05,0,0,$0.1500
